id,name,type,type_code,address,location,lon,lat,tel,pname,cityname,adname,business_area,tag,timestamp,rating,cost,tourism_score,traffic_score,facility_score
B0I6Y7URLT,红子鸡凤凰楼,餐饮服务;中餐厅;综合酒楼,050101,澳门路188号(江宁路地铁站1号口步行370米),"121.444867,31.247621",121.444867,31.247621,021-62661188,上海市,上海市,普陀区,,,2026-01-29 09:13:31,4.8,137.0,0.4897959183673469,0.0,0.7499999999999999
B00156Y4J9,农家菜老大(松江店),餐饮服务;中餐厅;中餐厅,050100,沪松公路6351号,"121.259257,31.038399",121.259257,31.038399,021-57709999,上海市,上海市,松江区,,,2026-01-29 09:13:31,4.8,93.0,1.0,0.0,0.625
B0H01HNRB6,四季民福烤鸭店(外滩外白渡桥店),餐饮服务;中餐厅;中餐厅,050100,吴淞路130号城投控股大厦辅楼F3层,"121.490444,31.247145",121.490444,31.247145,021-56056620;13310199575,上海市,上海市,虹口区,,,2026-01-29 09:13:31,4.8,184.0,0.4897959183673469,0.0,0.37499999999999994
B0FFJBZBG2,点都德(环宇荟店),餐饮服务;快餐厅;茶餐厅,050305,黄陂南路838弄环宇荟B1层(地铁9/13号线马当路站5号口),"121.476543,31.211745",121.476543,31.211745,021-63333213;13564839929,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,104.0,0.47959183673469397,0.0,0.7499999999999999
B0HUZZIIMZ,浩海火烧云傣家菜(新天地广场店),餐饮服务;中餐厅;云贵菜,050114,淮海中路333号6层07室,"121.473930,31.222148",121.47393,31.222148,021-63288790,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.8,109.0,1.0,0.0,0.37499999999999994
B0J6CSLTZZ,人和馆(静安寺店),餐饮服务;中餐厅;中餐厅,050100,愚园路142号(静安寺地铁站出入口步行190米),"121.445131,31.224396",121.445131,31.224396,021-62668003,上海市,上海市,静安区,,,2026-01-29 09:13:31,4.7,154.0,0.47959183673469397,0.0,0.37499999999999994
B00156FMDD,贯贯吉清真餐厅Guanguanji qingzhen restaurant,餐饮服务;中餐厅;清真菜馆,050121,浙江中路70-2号,"121.480649,31.231398",121.480649,31.231398,021-63220039,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,105.0,0.47959183673469397,0.0,0.37499999999999994
B0JGLHAP4F,潇湘阁(吴江路湟普汇店),餐饮服务;中餐厅;湖南菜(湘菜),050108,吴江路269号湟普汇商场3层,"121.459079,31.229216",121.459079,31.229216,021-52995213,上海市,上海市,静安区,,,2026-01-29 09:13:31,4.8,87.0,0.4897959183673469,0.0,0.625
B0KRK7AGKZ,李百蟹·蟹黄面·江景餐厅(外滩·豫园店),餐饮服务;中餐厅;海鲜酒楼,050119,外滩22号中山东二路22号3楼(正对外滩江景、东方明珠、三件套),"121.493949,31.230833",121.493949,31.230833,18601445562,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.8,100.0,0.4897959183673469,0.0,0.7499999999999999
B0L1NUX1KY,外滩家宴·上海菜(外滩豫园店),餐饮服务;中餐厅;中餐厅,050100,外滩街道外滩22号中山东二路22号2楼,"121.493942,31.230724",121.493942,31.230724,13127934208,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,135.0,0.47959183673469397,0.0,0.37499999999999994
B001557EGG,莱莱小笼,餐饮服务;中餐厅;中餐厅,050100,天津路506号,"121.477126,31.236125",121.477126,31.236125,021-63520230,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.8,67.0,0.4897959183673469,0.0,0.625
B0FFF407ML,人和馆(肇嘉浜路店),餐饮服务;中餐厅;中餐厅,050100,肇嘉浜路407(嘉善路地铁站5号口步行230米),"121.458032,31.201706",121.458032,31.201706,021-64030731,上海市,上海市,徐汇区,,,2026-01-29 09:13:31,4.8,186.0,0.4897959183673469,0.0,0.37499999999999994
B0FFGP1BQM,红盔甲·小龙虾(人民广场店),餐饮服务;中餐厅;海鲜酒楼,050119,金陵东路500号亚龙国际广场2楼(8号线大世界2号口步行100m),"121.480363,31.227072",121.480363,31.227072,021-63216858,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.8,160.0,1.0,0.0,0.7499999999999999
B0FFLDVE66,陶陶居(新天地店),餐饮服务;中餐厅;中餐厅,050100,太仓路181弄新天地北里F1层17号,"121.474529,31.221248",121.474529,31.221248,021-63866618,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,137.0,0.47959183673469397,0.0,0.37499999999999994
B0L6950V16,李百蟹·蟹黄面(外滩南京路店),餐饮服务;餐饮相关场所;餐饮相关,050000,外滩街道九江路80号2楼201(招商银行、中国建设银行隔壁),"121.488601,31.237593",121.488601,31.237593,17559920207,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,112.0,0.47959183673469397,0.0,0.0
B00155L02C,光明邨大酒家(淮海中路总店),餐饮服务;中餐厅;综合酒楼,050101,淮海中路588号(淮海中路地铁站1号口步行300米),"121.467628,31.220523",121.467628,31.220523,021-53061200;021-53067878,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.8,69.0,0.4897959183673469,0.0,1.0
B0K3ZCDDWO,四季民福烤鸭店(香港广场店),餐饮服务;中餐厅;特色/地方风味餐厅,050118,淮海中路282号香港广场北座F3层,"121.474764,31.223844",121.474764,31.223844,021-63337521;17765129957,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,165.0,0.9897959183673471,0.0,0.37499999999999994
B0FFIREFVW,威皇广福和小海鲜(乌鲁木齐南路店),餐饮服务;中餐厅;中餐厅,050100,乌鲁木齐南路370号(肇嘉浜路地铁站2号口步行190米),"121.449937,31.200786",121.449937,31.200786,19352140875,上海市,上海市,徐汇区,,,2026-01-29 09:13:31,4.8,122.0,0.4897959183673469,0.0,0.37499999999999994
B0FFLNM3AW,点都德·德小馆(正大店),餐饮服务;中餐厅;中餐厅,050100,陆家嘴西路168号正大广场西区6楼614室,"121.499038,31.236926",121.499038,31.236926,021-58302521,上海市,上海市,浦东新区,,,2026-01-29 09:13:31,4.7,109.0,0.47959183673469397,0.0,0.37499999999999994
B0L61MLNIB,外滩家宴·上海菜(外滩·南京路店),餐饮服务;餐饮相关场所;餐饮相关,050000,外滩街道九江路80号二楼202(九江路招商银行、中国建设银行隔壁),"121.488571,31.237618",121.488571,31.237618,18601443109,上海市,上海市,黄浦区,,,2026-01-29 09:13:31,4.7,126.0,0.47959183673469397,0.0,0.0
B0L23757AF,海底捞火锅(舟虹路店),餐饮服务;中餐厅;火锅店,050117,申长路799号龙湖天街B馆3层,"121.313455,31.190801",121.313455,31.190801,021-54325029,上海市,上海市,闵行区,,,2026-01-29 09:13:31,4.8,100.0,0.4897959183673469,0.0,0.37499999999999994
B0LABC0RB4,莱莱小笼(静安店),餐饮服务;中餐厅;中餐厅,050100,万航渡路50号,"121.443636,31.223977",121.443636,31.223977,021-62339806,上海市,上海市,静安区,,,2026-01-29 09:13:31,4.8,65.0,0.4897959183673469,0.0,0.625
B0FFF60FXL,丰荷农庄,餐饮服务;餐饮相关场所;餐饮相关,050000,金汇镇航南公路2899弄(浦星公路)荷庭养生农庄,"121.524502,30.960082",121.524502,30.960082,18221566098,上海市,上海市,奉贤区,,,2026-01-29 09:13:31,4.6,104.0,0.4693877551020408,0.0,0.0
B0FFGCY4N3,威皇广福和小海鲜(襄阳南路店),餐饮服务;中餐厅;海鲜酒楼,050119,襄阳南路215号(陕西南路地铁站7号口步行410米),"121.457611,31.211436",121.457611,31.211436,021-54046529,上海市,上海市,徐汇区,,,2026-01-29 09:13:31,4.8,106.0,0.4897959183673469,0.0,0.7499999999999999
B0FFHFDPQB,紫阳花园,餐饮服务;中餐厅;中餐厅,050100,川大路319号近川沙路三一重工,"121.703836,31.167467",121.703836,31.167467,18783111857,上海市,上海市,浦东新区,,,2026-01-29 09:13:31,4.9,120.0,0.5000000000000001,0.0,0.37499999999999994
B00156EHY1,三利音·浦之舟,餐饮服务;中餐厅;中餐厅|商务住宅;商务住宅相关;商务住宅相关,050100|120000,滨江大道3688号(近东昌路),"121.503845,31.229359",121.503845,31.229359,021-58400090;021-58400318,上海市,上海市,浦东新区,,,2026-01-29 09:13:32,4.7,316.0,0.47959183673469397,0.0,0.5
B0K65AG760,宫宴,餐饮服务;餐饮相关场所;餐饮相关,050000,北京西路1485号一幢,"121.447739,31.226889",121.447739,31.226889,021-62886588,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.7,787.0,0.47959183673469397,0.0,0.0
B0KDT57SOW,四季民福烤鸭店(中信泰富广场店),餐饮服务;中餐厅;特色/地方风味餐厅,050118,南京西路1168号中信泰富广场L4层,"121.455750,31.228222",121.45575,31.228222,021-62606602;18019007208,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.7,198.0,0.9897959183673471,0.0,0.5
B0LRLUO0IG,浩海火烧云傣家菜,餐饮服务;中餐厅;中餐厅,050100,瑞虹路181号瑞虹太阳宫5楼506室,"121.500246,31.262574",121.500246,31.262574,17321187203,上海市,上海市,虹口区,,,2026-01-29 09:13:32,4.7,117.0,0.47959183673469397,0.0,0.5
B0G107GJKV,帅帅精致家常味(长乐路店),餐饮服务;中餐厅;中餐厅,050100,长乐路175-4号(淮海中路地铁站3号口步行280米),"121.461215,31.220809",121.461215,31.220809,13003257917,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.7,196.0,0.47959183673469397,0.0,0.5
B0LAYC08CT,不撞鲜鸡煲·海鲜排挡,餐饮服务;中餐厅;特色/地方风味餐厅,050118,水产西路939号-5,"121.412825,31.355125",121.412825,31.355125,021-60191377,上海市,上海市,宝山区,,,2026-01-29 09:13:32,4.7,110.0,0.47959183673469397,0.0,0.5
B0FFHK0O6Y,耶里夏丽(东方路店),餐饮服务;中餐厅;清真菜馆,050121,东方路918号,"121.527373,31.222905",121.527373,31.222905,021-50201057;18049971642,上海市,上海市,浦东新区,,,2026-01-29 09:13:32,4.7,74.0,0.47959183673469397,0.0,0.8333333333333334
B0K0GZ9NON,品回味清真西北菜(长寿路店),餐饮服务;中餐厅;清真菜馆,050121,长寿街道长寿路285号(近西康路),"121.438934,31.240949",121.438934,31.240949,17821993599,上海市,上海市,普陀区,,,2026-01-29 09:13:32,4.7,89.0,0.47959183673469397,0.0,0.8333333333333334
B0J1N6F0Z3,四季民福烤鸭店(静安大悦城店),餐饮服务;中餐厅;特色/地方风味餐厅,050118,西藏北路198号静安大悦城北座F5层,"121.471862,31.244571",121.471862,31.244571,021-66696362;18117358770,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.7,187.0,0.47959183673469397,0.0,0.5
B0KUCNQODQ,佬太公海鸭·上海菜(静安店),餐饮服务;餐饮相关场所;餐饮相关,050000,成都北路333号上海招商局广场2楼202,"121.466583,31.227861",121.466583,31.227861,021-63808888;13162447101;18917887888,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.8,130.0,0.4897959183673469,0.0,0.0
B0FFFRL0D7,农家菜老大(九亭店),餐饮服务;中餐厅;中餐厅,050100,沪松公路1229号,"121.327200,31.143252",121.3272,31.143252,021-37707878,上海市,上海市,松江区,,,2026-01-29 09:13:32,4.8,115.0,1.0,0.0,0.5
B0FFIE4T5P,苗岭人家(天目中路店),餐饮服务;中餐厅;中餐厅,050100,天目中路383号海文大楼F1层,"121.467142,31.244737",121.467142,31.244737,15618903013;18356525065,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.7,90.0,0.47959183673469397,0.0,0.8333333333333334
B0JA94C3PN,费大厨辣椒炒肉(新天地店),餐饮服务;中餐厅;中餐厅,050100,淮海中路333号新天地广场F4层,"121.474097,31.222329",121.474097,31.222329,021-63353877,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.7,95.0,0.47959183673469397,0.0,0.8333333333333334
B0LR77J5FP,宝山壹號·庭院餐厅,餐饮服务;中餐厅;中餐厅,050100,泰和西路2520号,"121.423532,31.353474",121.423532,31.353474,13391221017,上海市,上海市,宝山区,,,2026-01-29 09:13:32,4.6,168.0,0.4693877551020408,0.0,0.5
B0FFF68TUN,唐宫·粤菜海鲜(多媒体店),餐饮服务;中餐厅;海鲜酒楼,050119,广中西路757号三楼,"121.439769,31.277391",121.439769,31.277391,021-66270619,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.6,140.0,0.4693877551020408,0.0,1.0
B001513877,瑞福园(茂名南路店),餐饮服务;中餐厅;中餐厅,050100,茂名南路132号(近复兴中路),"121.461971,31.215249",121.461971,31.215249,021-64374609;021-64458999,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.7,151.0,0.47959183673469397,0.0,0.5
B0FFIYCS2N,上海滩餐厅(BFC外滩金融中心店),餐饮服务;中餐厅;浙江菜,050106,东二路600号BFC外滩金融中心N3栋5F层,"121.497657,31.227219",121.497657,31.227219,021-63787767;021-63787777,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.6,551.0,0.4693877551020408,0.0,0.5
B00156ECAG,和记小菜(航天城店),餐饮服务;中餐厅;中餐厅,050100,莘庄工业区鑫都路2538号鑫都商业广场4栋F1层3308-5,"121.395448,31.057101",121.395448,31.057101,021-54857877,上海市,上海市,闵行区,,,2026-01-29 09:13:32,4.6,105.0,0.4693877551020408,0.0,0.5
B0GD3S28L7,松沪名灶•新上海菜(虹桥枢纽七宝国展店),餐饮服务;中餐厅;中餐厅,050100,沪星路289弄顺恒国际广场A座1楼(迪卡侬正门口),"121.338370,31.164200",121.33837,31.1642,021-57771179;13386279807,上海市,上海市,闵行区,,,2026-01-29 09:13:32,4.7,87.0,0.47959183673469397,1.0,0.8333333333333334
B0FFHFHS8A,楼上火锅(茂名南路店),餐饮服务;中餐厅;火锅店,050117,茂名南路46号2楼(淮海中路地铁站3号口步行490米),"121.460196,31.221909",121.460196,31.221909,021-62470007;021-62470017,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.6,520.0,0.4693877551020408,0.0,0.5
B0FFLG1U90,圆苑(淮海路店),商务住宅;住宅区;住宅小区|餐饮服务;中餐厅;中餐厅,120302|050100,淮海中路222号力宝广场2楼,"121.475477,31.224328",121.475477,31.224328,021-63906662;13818257486,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.6,181.0,0.4693877551020408,0.0,0.5
B0HD0MXZIZ,额尔敦传统涮(延安店),餐饮服务;中餐厅;火锅店,050117,延安中路1111号(静安寺地铁站11号口步行140米),"121.447792,31.220795",121.447792,31.220795,021-61331157,上海市,上海市,静安区,,,2026-01-29 09:13:32,4.7,119.0,0.47959183673469397,0.0,0.5
B0J6UMMAK5,老兴鲜(淮海百盛店),餐饮服务;中餐厅;中餐厅,050100,淮海中路918号百盛商场5层(陕西南路地铁站出入口旁),"121.459279,31.217511",121.459279,31.217511,13681653756,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.6,236.0,0.4693877551020408,0.0,0.5
B0K64HQF9I,费大厨辣椒炒肉(人广来福士店),餐饮服务;中餐厅;湖南菜(湘菜),050108,藏中路268号人广来福士7L,"121.476678,31.232310",121.476678,31.23231,13755144922,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.6,81.0,0.4693877551020408,0.0,0.8333333333333334
B0FFGKRT42,竹屋川菜,餐饮服务;中餐厅;四川菜(川菜),050102,淮海中路99号大上海时代广场B1层,"121.478384,31.224510",121.478384,31.22451,021-53832877;021-64154730,上海市,上海市,黄浦区,,,2026-01-29 09:13:32,4.7,102.0,0.47959183673469397,0.0,0.5
B0GK1BTOA8,上海滩餐厅(新天地店),餐饮服务;中餐厅;中餐厅,050100,太仓路181弄7号新天地北里(黄陂南路358号),"121.475327,31.220725",121.475327,31.220725,021-63037777,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,305.0,0.31292517006802717,0.0,0.5
B0FFF3L17E,新白鹿(南京东路店),餐饮服务;中餐厅;浙江菜|餐饮服务;冷饮店;冷饮店,050106|050700,南京东路800号第一百货商业中心C馆9层(近西藏中路),"121.475220,31.235815",121.47522,31.235815,021-53865688,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.7,67.0,0.3197278911564626,0.0,0.8333333333333334
B0HRFH38Q9,蘩楼(淮海百盛店),餐饮服务;中餐厅;中餐厅,050100,淮海中路918号百盛购物中心4楼(近陕西南路地铁站2号口),"121.459165,31.217468",121.459165,31.217468,021-68681668,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,113.0,0.31292517006802717,0.0,0.5
B0FFGYZP03,上海滩餐厅(虹桥天地店),餐饮服务;中餐厅;中餐厅,050100,申长路888弄虹桥天地北区2号楼B栋1楼2楼,"121.315553,31.194389",121.315553,31.194389,021-33586777,上海市,上海市,闵行区,,,2026-01-29 09:13:34,4.6,302.0,0.31292517006802717,0.0,0.5
B0HDJZUNM9,和睦壹号农家乐,餐饮服务;中餐厅;上海菜,050107,赵巷镇和睦村461号,"121.238126,31.161749",121.238126,31.161749,15001929288,上海市,上海市,青浦区,,,2026-01-29 09:13:34,4.4,94.0,0.6394557823129252,0.0,0.8333333333333334
B0HRHU2XLT,对酒当歌·地道川菜(南丹东路店),餐饮服务;中餐厅;四川菜(川菜),050102,南丹东路300弄9-1号(徐家汇地铁站2号口步行190米),"121.438467,31.188685",121.438467,31.188685,021-64221797,上海市,上海市,徐汇区,,,2026-01-29 09:13:34,4.6,78.0,0.31292517006802717,0.0,0.8333333333333334
B0FFFXYFK4,久久滴水洞湘菜馆(茂名南路店),餐饮服务;中餐厅;湖南菜(湘菜),050108,茂名南路56号2层(淮海中路地铁站3号口步行400米),"121.460164,31.221227",121.460164,31.221227,021-62181476;021-62532689,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,110.0,0.31292517006802717,0.0,0.5
B0FFJFT8ZD,世博源公馆·本帮融合菜·主题包厢·江景餐厅,餐饮服务;中餐厅;广东菜(粤菜),050103,世博大道1368号世博源1区2层201室,"121.492054,31.188034",121.492054,31.188034,13917666180,上海市,上海市,浦东新区,,,2026-01-29 09:13:34,4.6,268.0,0.31292517006802717,0.0,0.5
B00155HMGI,俏江南·花园戏曲餐厅(881店),餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;综合酒楼,050102|050101,延安中路881号,"121.453590,31.222858",121.45359,31.222858,13808396599,上海市,上海市,静安区,,,2026-01-29 09:13:34,4.6,226.0,0.31292517006802717,0.0,1.0
B0FFGJN697,大壶春(四川中路店),餐饮服务;中餐厅;中餐厅,050100,四川中路136号(广东路),"121.489181,31.234836",121.489181,31.234836,021-63130155;18918804733,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,32.0,0.31292517006802717,0.0,0.8333333333333334
B0K65MHDVG,荣锦荟家宴餐厅,餐饮服务;中餐厅;中餐厅,050100,万里街道真金路459号,"121.405320,31.272515",121.40532,31.272515,021-61671699,上海市,上海市,普陀区,,,2026-01-29 09:13:34,4.6,126.0,0.31292517006802717,0.0,0.5
B0LR3SCI2H,成妈串串自助火锅馆(淮海中路店),餐饮服务;中餐厅;火锅店,050117,淮海中路939号巴黎春天V店3楼11-12,"121.459575,31.216475",121.459575,31.216475,021-33300079,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,102.0,0.31292517006802717,0.0,0.5
B0IRGA9OF8,先启半步颠小酒馆(上海市人民广场店),餐饮服务;中餐厅;中餐厅,050100,浙江中路283号2楼,"121.478749,31.234211",121.478749,31.234211,13052012026,上海市,上海市,黄浦区,,,2026-01-29 09:13:34,4.6,87.0,0.6530612244897959,0.0,0.8333333333333334
B0H2OB7WQP,御鲤湘(淮海中路店),餐饮服务;中餐厅;湖南菜(湘菜),050108,淮海中路1333号1楼(常熟路地铁站7号口步行160米),"121.449585,31.211875",121.449585,31.211875,021-63288808;13818274131,上海市,上海市,徐汇区,,,2026-01-29 09:13:34,4.7,68.0,0.3197278911564626,0.0,0.8333333333333334
B0FFM15BO4,大场特色名小吃小吴羊肉馆(场中路店),餐饮服务;中餐厅;中餐厅,050100,场中路4093号1层(场中路地铁站1号口步行200米),"121.415572,31.303012",121.415572,31.303012,021-56550613;13032111225,上海市,上海市,宝山区,,,2026-01-29 09:13:34,4.6,59.0,0.31292517006802717,0.0,0.8333333333333334
